date,category,flag,scope,message,driver_number,lap_number
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2024-07-27,Flag,RED,Track,RED FLAG,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2024-07-27,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,RED,Track,RED FLAG,,
2024-07-27,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 17,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,,
2024-07-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 12,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 19,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 19,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 20,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2024-07-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 21,,
2024-07-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,
