date,category,flag,scope,message,driver_number,lap_number
2023-03-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-03-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-04,Flag,RED,Track,RED FLAG,,
2023-03-04,Flag,CLEAR,Track,TRACK CLEAR,,
2023-03-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-03-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-03-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
