date,category,flag,scope,message,driver_number,lap_number
2023-08-25,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-25,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-08-25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-08-25,Flag,RED,Track,RED FLAG,,
2023-08-25,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-25,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-25,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-25,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-25,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 1,,
2023-08-25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 1,,
2023-08-25,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-25,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2023-08-25,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2023-08-25,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2023-08-25,Flag,RED,Track,RED FLAG,,
2023-08-25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2023-08-25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-08-25,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-25,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-25,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-08-25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-08-25,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-25,Flag,CLEAR,Track,TRACK CLEAR,,
