date,category,flag,scope,message,driver_number,lap_number
2024-08-23,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2024-08-23,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 10,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 17,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 11,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 18,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 12,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2024-08-23,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,
2024-08-23,Flag,RED,Track,RED FLAG,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2024-08-23,Flag,CLEAR,Track,TRACK CLEAR,,
2024-08-23,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2024-08-23,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 11,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 18,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2024-08-23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 17,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 17,,
2024-08-23,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 18,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,,
2024-08-23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 12,,
