date,category,flag,scope,message,driver_number,lap_number
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,1.0
2023-07-30,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-07-30,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,1.0
2023-07-30,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,1.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,1.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,1.0
2023-07-30,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 20,,1.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,1.0
2023-07-30,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-07-30,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,,2.0
2023-07-30,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 14,,2.0
2023-07-30,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,,2.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,3.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,3.0
2023-07-30,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,3.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,3.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,20.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,22.0
2023-07-30,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 2 (SAR) - TRACK LIMITS,2.0,37.0
2023-07-30,Flag,CHEQUERED,Track,CHEQUERED FLAG,,44.0
2023-07-30,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,44.0
2023-07-30,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,44.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,44.0
2023-07-30,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,44.0
