date,category,flag,scope,message,driver_number,lap_number
2024-05-05,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2024-05-05,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,22.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,23.0
2024-05-05,Flag,CLEAR,Track,TRACK CLEAR,,23.0
2024-05-05,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,,28.0
2024-05-05,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,28.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,30.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,30.0
2024-05-05,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,,30.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,31.0
2024-05-05,Flag,CLEAR,Track,TRACK CLEAR,,32.0
2024-05-05,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 24 (ZHO) - TRACK LIMITS,24.0,41.0
2024-05-05,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,43.0
2024-05-05,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 18 (STR) - TRACK LIMITS,18.0,46.0
2024-05-05,Flag,CHEQUERED,Track,CHEQUERED FLAG,,57.0
