date,category,flag,scope,message,driver_number,lap_number
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-09-21,Flag,RED,Track,RED FLAG,,
2024-09-21,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-09-21,Flag,CLEAR,Track,TRACK CLEAR,,
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2024-09-21,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-09-21,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2024-09-21,Flag,RED,Track,RED FLAG,,
2024-09-21,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-09-21,Flag,CLEAR,Track,TRACK CLEAR,,
2024-09-21,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-21,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
