date,category,flag,scope,message,driver_number,lap_number
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2024-07-06,Flag,RED,Track,RED FLAG,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-07-06,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 17,,
2024-07-06,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 10,,
2024-07-06,Flag,RED,Track,RED FLAG,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2024-07-06,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-06,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-06,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-06,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
