date,category,flag,scope,message,driver_number,lap_number
2023-05-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-05-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,1.0
2023-05-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,1.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,1.0
2023-05-28,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-05-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,,1.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,1.0
2023-05-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,12.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,13.0
2023-05-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,,14.0
2023-05-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,15.0
2023-05-28,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 55 (SAI) - CAUSING A COLLISION,55.0,17.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:28:38,23.0,20.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 15:39:07,24.0,28.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 15:39:27,24.0,29.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:41:10,27.0,30.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:18,11.0,31.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:43:02,18.0,31.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:44:25,20.0,32.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:45:54,23.0,34.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 15:46:12,24.0,34.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:46:57,77.0,34.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:47:05,27.0,34.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:47:18,11.0,35.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:47:31,11.0,35.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:47:32,77.0,35.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 15:48:20,21.0,35.0
2023-05-28,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:02,18.0,36.0
