date,category,flag,scope,message,driver_number,lap_number
2024-09-13,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-13,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 11 (PER) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,11.0,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2024-09-13,Flag,RED,Track,RED FLAG,,
2024-09-13,Flag,CLEAR,Track,TRACK CLEAR,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 11,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 11,,
2024-09-13,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2024-09-13,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 17,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 17,,
2024-09-13,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2024-09-13,Flag,RED,Track,RED FLAG,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2024-09-13,Flag,CLEAR,Track,TRACK CLEAR,,
2024-09-13,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2024-09-13,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,,
2024-09-13,Flag,RED,Track,RED FLAG,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-09-13,Flag,CLEAR,Track,TRACK CLEAR,,
2024-09-13,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-13,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2024-09-13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2024-09-13,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-09-13,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,
2024-09-13,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-09-13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
