date,category,flag,scope,message,driver_number,lap_number
2023-08-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 11,,1.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 11,,1.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 11,,1.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 11,,1.0
2023-08-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:13:17,2.0,7.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:14:34,2.0,8.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:15:03,2.0,8.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:15:18,2.0,9.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:16:49,2.0,10.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 10,,16.0
2023-08-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,16.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,16.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,20.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,20.0
2023-08-27,Flag,CLEAR,Track,TRACK CLEAR,,21.0
2023-08-27,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 20 (MAG) - MOVING UNDER BRAKING ,20.0,25.0
2023-08-27,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 22 (TSU) - FORCING ANOTHER DRIVER OFF THE TRACK,22.0,29.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 40 (LAW) TIMED AT 16:25:27,40.0,60.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 40 (LAW) TIMED AT 16:25:40,40.0,60.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 40 (LAW) TIMED AT 16:27:19,40.0,62.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:27:29,77.0,62.0
2023-08-27,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 40 (LAW) TIMED AT 16:28:01,40.0,62.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,63.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,63.0
2023-08-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,63.0
2023-08-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,63.0
2023-08-27,Flag,RED,Track,RED FLAG,,64.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,64.0
2023-08-27,Flag,CLEAR,Track,TRACK CLEAR,,65.0
2023-08-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,70.0
2023-08-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,72.0
