date,category,flag,scope,message,driver_number,lap_number
2023-04-02,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,1.0
2023-04-02,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,1.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,1.0
2023-04-02,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,,1.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,1.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,1.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,1.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,1.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,1.0
2023-04-02,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,1.0
2023-04-02,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,1.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,3.0
2023-04-02,Flag,CLEAR,Track,TRACK CLEAR,,3.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,7.0
2023-04-02,Flag,RED,Track,RED FLAG,,8.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,8.0
2023-04-02,Flag,CLEAR,Track,TRACK CLEAR,,9.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,11.0
2023-04-02,Flag,CLEAR,Track,TRACK CLEAR,,19.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:17:17,2.0,39.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:23:49,21.0,43.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:30,2.0,48.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:54,2.0,48.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:30:57,2.0,49.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:32:21,2.0,50.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:33:44,2.0,51.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:34:01,2.0,51.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:07,2.0,52.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:25,2.0,52.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,53.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,54.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:38:20,77.0,54.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,54.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,54.0
2023-04-02,Flag,RED,Track,RED FLAG,,55.0
2023-04-02,Flag,CLEAR,Track,TRACK CLEAR,,56.0
2023-04-02,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:54:09,2.0,56.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,57.0
2023-04-02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,57.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,57.0
2023-04-02,Flag,RED,Track,RED FLAG,,57.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,57.0
2023-04-02,Flag,CLEAR,Track,TRACK CLEAR,,58.0
2023-04-02,Flag,CHEQUERED,Track,CHEQUERED FLAG,,58.0
2023-04-02,Flag,RED,Track,RED FLAG,,58.0
2023-04-02,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 11,,58.0
2023-04-02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 11,,58.0
