date,category,flag,scope,message,driver_number,lap_number
2023-10-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-27,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2023-10-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-27,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-10-27,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,
2023-10-27,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2023-10-27,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
