date,category,flag,scope,message,driver_number,lap_number
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2023-08-26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2023-08-26,Flag,RED,Track,RED FLAG,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-08-26,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2023-08-26,Flag,RED,Track,RED FLAG,,
2023-08-26,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 17,,
2023-08-26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 17,,
2023-08-26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-08-26,Flag,RED,Track,RED FLAG,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 17,,
2023-08-26,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,
2023-08-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2023-08-26,Flag,RED,Track,RED FLAG,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2023-08-26,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 11,,
2023-08-26,Flag,RED,Track,RED FLAG,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 11,,
2023-08-26,Flag,CLEAR,Track,TRACK CLEAR,,
2023-08-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-08-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-08-26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,,
2023-08-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
