date,category,flag,scope,message,driver_number,lap_number
2024-10-26,Flag,CLEAR,Track,TRACK CLEAR,,
2024-10-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2024-10-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2024-10-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-10-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-10-26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,,
2024-10-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2024-10-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-10-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-10-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2024-10-26,Flag,RED,Track,RED FLAG,,
2024-10-26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2024-10-26,Flag,CLEAR,Track,TRACK CLEAR,,
2024-10-26,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-26,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
