date,category,flag,scope,message,driver_number,lap_number
2024-10-18,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-10-18,Flag,CLEAR,Track,TRACK CLEAR,,
2024-10-18,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 81 (PIA) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – KEEPING TO CORRECT SIDE OF THE BOLLARD AT PIT ENTRY,81.0,
2024-10-18,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-10-18,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 1,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 1,,
2024-10-18,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2024-10-18,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 17,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 19,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,
2024-10-18,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-18,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-10-18,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-18,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-10-18,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-10-18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,,
2024-10-18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2024-10-18,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
