date,category,flag,scope,message,driver_number,lap_number
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2023-03-17,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-17,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,4.0,
2023-03-17,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 19,,
2023-03-17,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 18,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 19,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,
2023-03-17,Flag,CLEAR,Track,TRACK CLEAR,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 4,,
2023-03-17,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2023-03-17,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 21 (DEV) - CROSSING THE LINE AT PIT ENTRY,21.0,
2023-03-17,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-03-17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,,
2023-03-17,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,
2023-03-17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2023-03-17,Flag,CLEAR,Track,TRACK CLEAR,,
