date,category,flag,scope,message,driver_number,lap_number
2024-05-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2024-05-04,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,1.0
2024-05-04,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 14,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,1.0
2024-05-04,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,1.0
2024-05-04,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,1.0
2024-05-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2024-05-04,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,,1.0
2024-05-04,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,1.0
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,3.0
2024-05-04,Flag,CLEAR,Track,TRACK CLEAR,,3.0
2024-05-04,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 20 (MAG) - TRACK LIMITS,20.0,14.0
2024-05-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,19.0
2024-05-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-05-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-05-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-05-04,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 18,,
2024-05-04,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,,
2024-05-04,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 17,,
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,,
2024-05-04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 17,,
2024-05-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-05-04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-05-04,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
